id,filename,label,s02,e0,sigma2,deltar
1,1667441_feff/feff0001.dat,Mn.O.1,amp,enot,ssmno,alpha*reff
2,1667441_feff/feff0002.dat,La.O.2,amp,enot,ssmnla1,alpha*reff
3,1667441_feff/feff0003.dat,La.O.3,amp,enot,ssmnla2,alpha*reff
