id,filename,label,s02,e0,sigma2,deltar
1,feff/feff0001.dat,S.Fe.1,amp,enot,ss,alpha*reff
2,feff/feff0002.dat,S.Fe.2,amp,enot,ss2,alpha*reff
3,feff/feff0003.dat,S.Fe.3,amp,enot,ss3,alpha*reff
4,feff/feff0004.dat,Fe.Fe.4,amp,enot,ssfe,alpha*reff
